genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,release_year,primary_genre
53,482375,en,the harrowing,1.018,2017-08-03,the harrowing,4.7,3,2017,thriller
35,487541,en,jeff ross roasts the border,1.017,2017-11-13,jeff ross roasts the border,7.5,4,2017,comedy
"53, 9648, 878",444595,en,project eden: vol. i,1.017,2018-01-05,project eden: vol. i,6.0,4,2018,thriller
"53, 80, 18, 27, 9648",446428,en,valley of ditches,1.016,2017-03-21,valley of ditches,4.6,9,2017,thriller
"18, 35",471617,nl,"tulipani, love, honour and a bicycle",1.013,2017-10-24,"tulipani, love, honour and a bicycle",7.8,9,2017,drama
10402,458620,en,the ballad of cleopatra,1.012,2017-04-27,the ballad of cleopatra,10.0,1,2017,music
35,298037,en,mcdick,1.012,2017-10-07,mcdick,7.2,3,2017,comedy
99,322525,en,laddie,1.011,2017-10-20,laddie,1.0,4,2017,documentary
"53, 9648, 878",435350,en,twenty twenty-four,1.01,2017-02-05,twenty twenty-four,4.8,5,2017,thriller
99,467256,zh,方绣英,1.008,2017-11-11,mrs. fang,5.0,4,2017,documentary
"10402, 99",386128,en,hired gun,1.006,2017-06-29,hired gun,7.5,19,2017,music
"18, 80",438283,en,chapter & verse,1.006,2017-02-03,chapter & verse,7.0,4,2017,drama
18,382380,en,mdma,1.005,2017-03-10,mdma,5.5,3,2017,drama
"28, 878, 12",458478,en,juarez 2045,1.005,2017-04-01,juarez 2045,4.0,3,2017,action
"53, 27",441665,en,blood money,1.001,2017-03-03,blood money,3.8,4,2017,thriller
99,338063,en,drag becomes him,1.0,2015-04-29,drag becomes him,7.8,5,2015,documentary
"27, 9648, 878",472591,en,cold ground,0.995,2017-10-20,cold ground,3.7,6,2017,horror
"27, 53",480948,en,american gothic,0.988,2017-10-24,american gothic,4.7,8,2017,horror
"18, 27, 53",444689,en,quarries,0.987,2016-10-26,quarries,5.5,17,2016,drama
99,533512,en,why trains crash,0.986,2017-02-22,why trains crash,7.7,3,2017,documentary
"10749, 10770",469777,en,at home in mitford,0.986,2017-08-20,at home in mitford,6.3,4,2017,romance
10749,469736,en,same time next week,0.985,2017-08-05,same time next week,6.0,4,2017,romance
99,497603,en,a bloody finger in your mouth,0.982,2017-12-20,a bloody finger in your mouth,6.5,2,2017,documentary
28,442949,en,rising fear,0.982,2017-07-04,rising fear,5.8,4,2017,action
"18, 10770",457702,en,cradle swapping,0.982,2017-05-07,cradle swapping,4.3,4,2017,drama
"35, 10749",376459,en,the wedding invitation,0.981,2017-03-30,the wedding invitation,5.3,4,2017,comedy
"10770, 53",502555,en,my daughter is innocent,0.981,2017-10-22,my daughter is innocent,4.0,1,2017,10770
37,496569,en,from hell to the wild west,0.981,2017-12-26,from hell to the wild west,2.7,3,2017,western
18,465353,en,the other mother,0.977,2017-04-22,the other mother,5.4,9,2017,drama
18,469035,en,shot,0.976,2017-09-22,shot,10.0,2,2017,drama
18,446037,fr,lola pater,0.975,2017-10-13,lola pater,6.6,8,2017,drama
"35, 18",477906,en,swing away,0.974,2017-10-13,swing away,7.0,3,2017,comedy
"18, 27",455152,en,a closer walk with thee,0.973,2017-02-28,a closer walk with thee,5.7,3,2017,drama
99,458991,en,heal,0.972,2017-10-20,heal,8.1,10,2017,documentary
99,367966,en,harold and lillian: a hollywood love story,0.968,2017-04-28,harold and lillian: a hollywood love story,7.0,8,2017,documentary
"10770, 18",502567,en,stalked by my ex,0.967,2017-12-15,stalked by my ex,4.7,3,2017,10770
53,495773,en,family of lies,0.963,2017-12-31,family of lies,5.7,3,2017,thriller
878,491020,en,flashburn,0.961,2017-12-05,flashburn,4.0,3,2017,science_fiction
99,510659,en,rodents of unusual size,0.96,2017-11-15,rodents of unusual size,8.0,3,2017,documentary
27,455620,en,black mass,0.959,2017-05-01,black mass,10.0,1,2017,horror
"16, 18",477042,es,virus tropical,0.959,2017-10-21,tropical virus,5.7,3,2017,animation
"35, 27",488366,en,6:66 pm,0.959,2017-11-04,6:66 pm,3.7,3,2017,comedy
"16, 878, 18",485016,en,praetoria: part one,0.959,2017-11-03,praetoria: part one,3.7,3,2017,animation
"27, 18, 53",450070,en,whispers,0.958,2015-10-30,whispers,6.0,3,2015,horror
"16, 35",448450,en,gunter babysits,0.957,2017-03-21,gunter babysits,6.5,2,2017,animation
18,352085,en,nakom,0.957,2017-03-03,nakom,5.7,3,2017,drama
27,463032,en,hack house,0.957,2017-06-14,hack house,2.5,5,2017,horror
99,468886,en,what carter lost,0.956,2017-08-24,what carter lost,7.2,3,2017,documentary
18,487769,en,real naughty housewives,0.956,2017-01-01,real naughty housewives,6.7,3,2017,drama
"99, 12",535663,en,sea gypsies: the far side of the world,0.955,2017-08-01,sea gypsies: the far side of the world,9.0,3,2017,documentary
"10770, 18",462661,en,tiny house of terror,0.954,2017-06-29,tiny house of terror,5.0,3,2017,10770
99,432984,en,the new radical,0.953,2017-01-23,the new radical,5.7,3,2017,documentary
"27, 53",443046,en,needlestick,0.95,2017-02-21,needlestick,2.9,8,2017,horror
53,466920,en,the killing pact,0.948,2017-05-27,the killing pact,9.0,2,2017,thriller
28,491194,en,bordercross,0.946,2017-12-05,bordercross,8.0,1,2017,action
"16, 14, 878",404663,en,nova seed,0.944,2017-03-28,nova seed,8.3,3,2017,animation
"36, 99",482175,en,who killed tupac?,0.944,2017-11-21,who killed tupac?,7.5,2,2017,history
10751,461038,en,"an american girl story: summer camp, friends for life",0.944,2017-06-09,"an american girl story: summer camp, friends for life",2.0,1,2017,family
"28, 53, 9648",483809,zh,引爆者,0.942,2017-11-24,explosion,8.0,2,2017,action
"99, 10402",461002,en,sgt pepper's musical revolution,0.94,2017-06-03,sgt pepper's musical revolution,8.5,2,2017,documentary
"18, 80, 53",551535,en,above ground,0.939,2017-08-26,above ground,5.3,2,2017,drama
"35, 878",446680,en,space babes from outer space,0.935,2017-05-20,space babes from outer space,4.5,2,2017,comedy
28,420538,cn,mrs k,0.935,2017-04-14,mrs k,2.3,2,2017,action
"35, 18",484203,en,up the duff,0.933,2018-01-05,up the duff,10.0,2,2018,comedy
18,492221,fr,naissance d'une étoile,0.933,2017-09-22,rise of a star,6.0,1,2017,drama
99,456788,en,celtics/lakers: best of enemies,0.929,2017-06-13,celtics/lakers: best of enemies,7.5,8,2017,documentary
16,486807,en,coin operated,0.928,2017-10-03,coin operated,8.0,2,2017,animation
"18, 9648, 53",468326,en,the playground,0.928,2017-10-12,the playground,3.0,2,2017,drama
"80, 99",471939,en,stopping traffic: the movement to end sex trafficking,0.927,2017-09-29,stopping traffic: the movement to end sex trafficking,4.5,2,2017,crime
99,433416,en,spettacolo,0.926,2017-09-06,spettacolo,6.0,2,2017,documentary
"35, 878",513295,en,nothing really happens,0.924,2017-06-26,nothing really happens,7.0,2,2017,comedy
35,453189,en,holy air,0.922,2017-04-20,holy air,6.0,2,2017,comedy
99,454151,en,copwatch,0.922,2017-04-23,copwatch,5.5,2,2017,documentary
"35, 18",529573,en,no postage necessary,0.921,2018-07-06,no postage necessary,7.0,1,2018,comedy
"28, 18, 80, 12, 53",427049,en,boost,0.921,2017-10-27,boost,6.0,2,2017,action
"80, 18",449417,en,ny prison break: the seduction of joyce mitchell,0.921,2017-03-20,ny prison break: the seduction of joyce mitchell,5.5,2,2017,crime
99,441653,en,the dark side of the sun,0.92,2017-02-11,the dark side of the sun,7.5,2,2017,documentary
"53, 18, 28, 878",459795,en,broken darkness,0.92,2017-02-18,broken darkness,3.0,2,2017,thriller
"53, 9648",421879,en,beach house,0.919,2018-06-22,beach house,8.0,1,2018,thriller
27,485906,en,the elf,0.919,2017-11-07,the elf,5.2,10,2017,horror
"16, 28",472241,en,overwatch animated short: rise and shine,0.918,2017-08-23,overwatch animated short: rise and shine,7.2,17,2017,animation
99,428574,zh,plastic china,0.918,2017-01-20,plastic china,6.0,2,2017,documentary
"18, 10402",461338,en,"no impersonator , perpetrator",0.917,2017-06-10,"no impersonator , perpetrator",10.0,1,2017,drama
"18, 10402",291678,fr,brooklyn,0.916,2017-08-05,brooklyn,6.0,1,2017,drama
99,390396,en,command and control,0.911,2016-09-14,command and control,6.4,15,2016,documentary
10402,477582,en,double dutchess: seeing double,0.911,2017-09-08,double dutchess: seeing double,1.0,1,2017,music
"27, 53",537101,en,red room,0.91,2017-10-26,red room,4.0,1,2017,horror
"99, 10770",540123,en,stewart & mitchum: the two faces of america,0.909,2017-11-09,stewart & mitchum: the two faces of america,6.0,1,2017,documentary
"35, 10749, 878",441091,en,future '38,0.909,2017-12-01,future '38,5.0,1,2017,comedy
35,468967,en,george lopez: the wall,0.907,2017-11-03,george lopez: the wall,2.0,1,2017,comedy
"18, 36, 53, 37",506758,en,bender,0.905,2016-10-14,bender,3.0,1,2016,drama
10402,501275,pt,vanessa da mata: caixinha de música ao vivo,0.904,2017-09-28,vanessa da mata: caixinha de música ao vivo,9.8,9,2017,music
878,528042,en,dandelion,0.904,2017-09-14,dandelion,7.0,1,2017,science_fiction
"28, 12",454683,en,clank: red mosaic,0.902,2017-12-25,clank: red mosaic,9.0,1,2017,action
99,493711,en,i am sam kinison,0.902,2017-12-19,i am sam kinison,8.0,1,2017,documentary
"14, 878",493931,en,donny the drone,0.902,2017-12-20,donny the drone,7.0,1,2017,fantasy
99,476574,en,straight/curve: redefining body image,0.901,2017-06-22,straight/curve: redefining body image,7.0,1,2017,documentary
99,489926,en,app: the human story,0.901,2017-11-29,app: the human story,6.0,1,2017,documentary
"18, 14",287574,fr,métamorphoses,0.901,2017-03-23,metamorphoses,5.7,15,2017,drama
"18, 878",421369,el,νήμα,0.901,2017-06-18,thread,5.0,1,2017,drama
27,433989,en,charlie charlie,0.901,2017-01-01,charlie charlie,3.1,8,2017,horror
99,488357,en,moto 9: the movie,0.9,2017-11-21,moto 9: the movie,10.0,1,2017,documentary
35,582373,en,"well, who the f*** are you..?",0.9,2017-11-15,"well, who the f*** are you..?",9.0,1,2017,comedy
53,542785,en,this old machine,0.9,2017-11-14,this old machine,5.0,1,2017,thriller
18,342870,en,in god's time,0.9,2017-04-14,in god's time,3.0,1,2017,drama
18,593942,en,aquarians,0.899,2017-10-22,aquarians,6.0,1,2017,drama
35,462649,en,the uncle gerry show,0.898,2017-05-06,the uncle gerry show,9.0,1,2017,comedy
27,475369,en,deadly detention,0.898,2017-01-23,deadly detention,3.3,8,2017,horror
27,476869,en,strange events,0.898,2017-08-29,strange events,2.0,1,2017,horror
"18, 80",503957,en,untitled miami project,0.898,2017-10-10,untitled miami project,0.5,1,2017,drama
99,477075,en,o.j.: guilty in vegas,0.897,2017-09-21,o.j.: guilty in vegas,8.0,1,2017,documentary
878,581298,en,the generator,0.897,2017-09-28,the generator,2.0,1,2017,science_fiction
"27, 53",495870,en,death island: paranormal retribution,0.896,2017-08-21,death island: paranormal retribution,3.0,1,2017,horror
"99, 10770",473552,en,princess diana: tragedy or treason?,0.895,2017-07-31,princess diana: tragedy or treason?,6.0,1,2017,documentary
18,468291,en,the private life of a modern woman,0.895,2017-08-01,the private life of a modern woman,2.0,1,2017,drama
"9648, 37, 18, 10402",463601,en,hope this goes over well/living in an empty world,0.894,2017-06-26,hope this goes over well/living in an empty world,10.0,1,2017,mystery
99,434060,de,die kinder lassen grüssen,0.894,2017-01-22,the children send their regards,10.0,1,2017,documentary
18,484208,en,contractor 014352,0.894,2017-06-23,contractor 014352,7.0,1,2017,drama
"27, 35",451388,en,cool as hell 2,0.894,2017-07-17,cool as hell 2,4.0,1,2017,horror
"37, 18, 10402",462292,en,kinda cool to expend this much drool,0.893,2017-06-17,kinda cool to expend this much drool,10.0,1,2017,western
99,443036,ar,ambulance/gaza,0.893,2017-06-07,ambulance/gaza,8.0,1,2017,documentary
10402,449471,en,margo price - live at austin city limits 10-03-2016,0.891,2017-03-21,margo price - live at austin city limits 10-03-2016,10.0,1,2017,music
10402,449100,en,morsefest 2015: question mark,0.891,2017-03-24,morsefest 2015: question mark,10.0,1,2017,music
27,483057,en,"for a good time, call...",0.891,2017-04-01,"for a good time, call...",5.5,1,2017,horror
"35, 10402",457805,en,the receipt: bananas town,0.89,2017-02-26,the receipt: bananas town,9.0,1,2017,comedy
99,455500,en,rise of the warrior apes,0.89,2017-07-11,rise of the warrior apes,7.0,1,2017,documentary
"18, 35, 10749, 10770",430642,en,beaches,0.89,2017-01-21,beaches,5.9,9,2017,drama
"18, 53",434763,en,kobalt blue,0.889,2017-01-10,kobalt blue,10.0,1,2017,drama
"10770, 10402",540485,en,carpool karaoke primetime special 2017,0.889,2017-05-22,carpool karaoke primetime special 2017,8.0,1,2017,10770
35,442891,en,no other way to say it,0.889,2017-01-21,no other way to say it,7.0,1,2017,comedy
99,436950,en,the end: inside the last days of the obama white house,0.889,2017-01-18,the end: inside the last days of the obama white house,7.0,1,2017,documentary
99,433322,en,frontline: president trump,0.889,2017-01-03,frontline: president trump,7.0,1,2017,documentary
"35, 18",446343,en,i know you from somewhere,0.889,2017-01-19,i know you from somewhere,5.0,1,2017,comedy
99,525151,en,come before winter,0.889,2017-01-21,come before winter,4.0,1,2017,documentary
"35, 12, 80",146834,en,after school special,0.886,2017-05-30,after school special,3.0,5,2017,comedy
99,380572,zh,翡翠之城,0.883,2017-10-22,city of jade,4.0,1,2017,documentary
"18, 10770",488447,en,12 days of giving,0.88,2017-11-26,12 days of giving,5.9,6,2017,drama
"10749, 18",459252,en,a million happy nows,0.88,2017-03-15,a million happy nows,5.6,9,2017,romance
"18, 27",499141,en,unlisted owner,0.878,2014-01-26,unlisted owner,1.0,1,2014,drama
99,482806,en,wormwood,0.877,2017-10-22,wormwood,6.9,14,2017,documentary
"27, 28",472876,de,zombies,0.874,2017-09-29,zombies,3.1,14,2017,horror
53,448831,en,stalker's prey,0.871,2017-02-09,stalker's prey,6.0,7,2017,thriller
35,466985,en,aditi mittal: things they wouldn't let me say,0.863,2017-07-18,aditi mittal: things they wouldn't let me say,4.6,7,2017,comedy
"18, 10770",435033,en,say you will,0.863,2017-06-08,say you will,4.5,2,2017,drama
"36, 18",313755,en,the black prince,0.862,2017-07-21,the black prince,4.6,6,2017,history
"99, 10770",390590,en,abortion: stories women tell,0.86,2016-08-12,abortion: stories women tell,7.0,5,2016,documentary
18,428479,es,carpinteros,0.86,2017-01-23,woodpeckers,6.0,8,2017,drama
37,503437,en,painted woman,0.86,2017-11-10,painted woman,3.1,4,2017,western
99,451474,en,the last shaman,0.856,2017-09-01,the last shaman,7.8,8,2017,documentary
99,441188,es,chavela,0.853,2017-10-06,chavela,8.8,8,2017,documentary
"9648, 27, 53",445245,en,gas light,0.852,2017-05-22,nun,7.3,4,2017,mystery
99,505833,en,15: a quinceanera story: zoey,0.852,2017-12-19,15: a quinceanera story: zoey,7.0,1,2017,documentary
"35, 10402, 10749",451364,en,deadpool musical: beauty and the beast gaston parody,0.851,2017-03-22,deadpool musical: beauty and the beast gaston parody,7.4,8,2017,comedy
99,474366,en,that summer,0.846,2017-09-01,that summer,5.8,5,2017,documentary
18,453023,en,game,0.845,2017-05-03,game,6.0,4,2017,drama
"16, 35, 878",441043,fr,asteria,0.844,2017-02-10,asteria,6.1,7,2017,animation
"28, 27, 878",173897,en,resident evil: the final chapter,0.844,2017-01-27,resident evil: the final chapter,5.9,1859,2017,action
"27, 53",542557,en,pure,0.84,2017-12-07,pure,10.0,1,2017,horror
"878, 16",532234,en,peak phosphorus,0.84,2016-05-15,peak phosphorus,10.0,1,2016,science_fiction
"10402, 99",498094,en,no roads in,0.84,2017-08-08,no roads in,10.0,1,2017,music
"878, 35, 18",488145,en,see you yesterday,0.84,2017-10-05,see you yesterday,10.0,1,2017,science_fiction
18,453004,en,champion,0.84,2017-05-19,champion,10.0,1,2017,drama
99,410935,en,raising bertie,0.84,2017-06-09,raising bertie,10.0,2,2017,documentary
16,451812,en,meeting macguffin,0.84,2017-02-02,meeting macguffin,9.5,2,2017,animation
99,499410,en,as the crow flies,0.84,2017-12-18,as the crow flies,9.0,2,2017,documentary
99,494297,en,conquering northern china,0.84,2017-12-14,conquering northern china,9.0,1,2017,documentary
"16, 36, 14",487305,en,johanne,0.84,2017-06-30,johanne,9.0,2,2017,animation
99,340246,en,the big lonely,0.84,2014-01-01,the big lonely,9.0,1,2014,documentary
"99, 80, 36",522267,en,move,0.84,2017-12-12,move,8.0,1,2017,documentary
99,492238,en,holy grail,0.84,2017-03-15,holy grail,8.0,1,2017,documentary
99,491731,en,i need you to kill,0.84,2017-12-05,i need you to kill,8.0,1,2017,documentary
16,480331,en,in a nutshell,0.84,2017-09-28,in a nutshell,8.0,2,2017,animation
"878, 14",478538,en,a crimson man,0.84,2017-10-18,a crimson man,8.0,3,2017,science_fiction
99,458721,en,in our hands: the battle for jerusalem,0.84,2017-05-23,in our hands: the battle for jerusalem,8.0,2,2017,documentary
99,385816,en,the prison in twelve landscapes,0.84,2016-11-04,the prison in twelve landscapes,8.0,1,2016,documentary
"18, 9648, 10770",483253,en,darrow & darrow,0.84,2017-10-22,darrow & darrow,7.7,3,2017,drama
"28, 35, 12",459050,en,hunters' crossing,0.84,2017-04-21,hunters' crossing,7.5,2,2017,action
99,453967,en,cassini's grand finale,0.84,2017-04-07,cassini's grand finale,7.5,1,2017,documentary
99,434178,en,trumped: inside the greatest political upset of all time,0.84,2017-01-27,trumped: inside the greatest political upset of all time,7.5,6,2017,documentary
"18, 28, 80",308149,en,the beautiful ones,0.84,2017-07-14,the beautiful ones,7.5,2,2017,drama
"35, 28",437563,en,the robbery,0.84,2017-01-25,the robbery,7.3,3,2017,comedy
"18, 27",502848,de,save,0.84,2017-08-03,save,7.0,1,2017,drama
99,500747,es,canción del campo,0.84,2017-03-17,field song,7.0,1,2017,documentary
99,453976,en,a river below,0.84,2017-04-22,a river below,7.0,3,2017,documentary
18,430355,ja,kuro,0.84,2017-01-22,kuro,7.0,2,2017,drama
35,428143,en,wexford plaza,0.84,2017-01-20,wexford plaza,7.0,1,2017,comedy
27,471501,en,the nurse,0.84,2017-08-16,the nurse,6.8,5,2017,horror
"18, 10770",459956,en,story of a girl,0.84,2017-06-20,story of a girl,6.8,4,2017,drama
99,479540,en,atomic homefront,0.84,2017-11-17,atomic homefront,6.7,3,2017,documentary
99,432619,en,dolores,0.84,2017-01-20,dolores,6.5,2,2017,documentary
18,414805,en,good after bad,0.84,2017-01-01,good after bad,6.5,2,2017,drama
99,390747,en,obit,0.84,2017-04-26,obit,6.4,8,2017,documentary
"80, 53, 18",545856,en,crystal,0.84,2017-11-04,crystal,6.0,1,2017,crime
"27, 878",518237,en,bride of frankie,0.84,2017-06-16,bride of frankie,6.0,1,2017,horror
99,498671,en,the flat earth,0.84,2017-12-12,the flat earth,6.0,1,2017,documentary
"10402, 99",476165,en,the who: tommy live at the royal albert hall,0.84,2017-10-13,the who: tommy live at the royal albert hall,5.5,2,2017,music
"53, 18",365886,en,chasing valentine,0.84,2015-10-23,chasing valentine,5.5,3,2015,thriller
27,469520,en,diary of a necromancer,0.84,2017-08-04,diary of a necromancer,5.0,1,2017,horror
878,462452,en,entropy,0.84,2017-05-11,entropy,5.0,1,2017,science_fiction
"12, 18",364691,pt,não devore meu coração,0.84,2017-01-22,"don't swallow my heart, alligator girl",5.0,1,2017,adventure
"99, 10402",529237,en,mantra: sounds into silence,0.84,2017-06-02,mantra: sounds into silence,4.0,1,2017,documentary
18,518382,de,neda,0.84,2017-06-17,neda,3.0,1,2017,drama
27,475124,en,hooker with a hacksaw,0.84,2017-08-05,hooker with a hacksaw,3.0,1,2017,horror
"10751, 35, 878",472493,en,aliens & gufors,0.84,2017-02-21,aliens & gufors,3.0,1,2017,family
99,456173,en,minecraft: through the nether portal,0.84,2017-05-16,minecraft: through the nether portal,2.5,1,2017,documentary
27,563626,en,texas terror tales,0.84,2017-10-30,texas terror tales,2.0,1,2017,horror
